# source: Wikidata (P1843 taxon common name, then item label/alias); matched by P225 scientific name
# langs: en   retrieved: 2026-08-18
organism_id	scientific_name	wikidata_qid	wikidata_common_name	source_field	all_p1843
Organism_15491	Senecio subrubriflorus	Q15600755			
Plant_Sonchus_mauritanicus	Sonchus mauritanicus	Q15568883			
Organism_7208	Stephania erecta	Q15619278			
Organism_16914	Stephania glabra	Q15227805			
Organism_52511	Stevia amambayensis	Q15443724			
Plant_Stockwellia	Stockwellia	Q6134379			
Organism_14043	Tabernaemontana odoratissima	Q15378108			
Plant_Thymus_sibthorpii	Thymus sibthorpii	Q1540245			
Organism_46943	Trigonostemon xyphophylloides	Q10899123			
Organism_51723	Trinia scabra	Q17138882			
Organism_14405	Tripetaleia paniculata	Q50872428			
Plant_Tripterospermum_trinervium	Tripterospermum trinervium	Q18077320			
Organism_10915	Uvaria angolensis	Q15366538			
Organism_1069	Vepris uguenensis	Q18079672			
Organism_35404	Virola pavonis	Q7934862			
Organism_9883	Vismia guineensis	Q17847136			
Organism_50148	Xanthorrhoea media	Q8043104	gadi	alias	
Plant_Ziziphora_clinopodioides	Ziziphora clinopodioides	Q4191806			
Plant_eDNA_sp.	eDNA sp.				
Organism_44907	euonymus carnosus	Q15226032			
Organism_22270	Acacia ehrenbergiana	Q5880988	Salam	P1843	Salam
Organism_52986	Aconitum kongboense	Q11056677			
Organism_26821	Aconitum nemorum	Q11105778			
Organism_19597	Aconitum sanyoense	Q104389997			
Organism_48746	Actaea vaginata	Q15363430			
Organism_6354	Ageratina ixiocladon	Q104912462			
Organism_43981	Aglaia ponapensis	Q67192056			
Organism_18703	Aglaia roxburghiana	Q11045955			
Organism_16755	Amberboa ramosa	Q55650798			
Organism_24548	Amomum kravanh	Q105015425			
Organism_1634	Anagallis monelli	Q1460543	flaxleaf pimpernel	P1843	flaxleaf pimpernel
Organism_11549	Anthyllis onobrychioides	Q104851626			
Organism_50532	Aphelandra chamissoniana	Q15342327			
Organism_17345	Aphloia madagascariensis				
Organism_52429	Aralia armata	Q15225112			
Organism_48276	Artemisia messerschmidtiana	Q15471053			
Organism_47832	Artemisia phaeolepis	Q15226668			
Organism_25628	Asparagus curillus	Q15522927			
Organism_47118	Baphia bancoensis	Q98076129			
Organism_7991	Betula platyphylla var. japonica	Q104911980	Betula platyphylla japonica	alias	
Organism_4911	Brachyclados megalanthus	Q15549561			
Organism_10206	Brucea amarissima	Q87613430			
Organism_35261	Calea cuneifolia	Q15552956			
Organism_3600	Calycopteris floribunda	Q3595167			
Plant_Camellia_multisepala	Camellia multisepala	Q10933100			
Organism_53334	Castanea vesca	Q40429696	Castanea vesca Gaertn. (1788)	label	
Organism_46507	Centaurea cana	Q15564609			
Organism_46731	Centaurea involucrata	Q15566213			
Plant_Ceratocapnos_palaestinus	Ceratocapnos palaestinus				
Organism_50144	Chrysanthemum ferulaceum	Q109609501			
Organism_23972	Colchicum szovitsii	Q2533931			
Organism_8592	Condalia buxifolia	Q5782467			
Organism_48256	Corydalis nakaii	Q15335433			
Organism_19951	Corydalis tuberosa	Q50828653			
Organism_5934	Cruciata taurica	Q15436167			
Organism_35301	Crudia amazonica	Q15474834			
Organism_15519	Cyathula capitata	Q10942007			
Organism_49634	Cynoctonum wilfordii	Q18080091			
Organism_10071	Delphinium hybridum				
Organism_51491	Dendrobium huoshanense				
Organism_18966	Dicoma tomentosa				
Organism_55899	Digitalis parviflora				
Organism_8317	Diospyros morrisiana	Q11046626			
Organism_52104	Diplopappus fruticosus	Q109614006			
Organism_7448	Dysoxylum acutangulum	Q15545213			
Plant_Eddoe	Eddoe	Q15225458	eddo	P1843	eddo
Organism_50694	Ehretia philippinensis	Q15246492			
Organism_4197	Eupatorium kiirunense	Q15594377			
Organism_53080	Euphorbia clarkeana	Q15381451			
Organism_55539	Excoecaria cochinchinensis var. viridis	Q25119235			
Plant_Fagopyrum_megacarpum	Fagopyrum megacarpum	Q15595026			
Plant_Feroniella_lucida	Feroniella lucida	Q12489977			
Plant_Foeniculum_sp.	Foeniculum sp.				
Organism_51331	Galium semiamictum	Q15453297			
Organism_26158	Gardenia thailandica	Q15457977			
Plant_Gentiana_orbicularis	Gentiana orbicularis	Q164944			
Plant_Gentianella_serotina	Gentianella serotina	Q15565158			
Plant_Gentianopsis_grandis	Gentianopsis grandis	Q10937497			
Plant_Gentianopsis_lanceolata	Gentianopsis lanceolata	Q15565630			
Plant_Geranium	Geranium	Q157211	Crane's-bills	P1843	Crane's-bills; geranium
Organism_24392	Goniothalamus cheliensis	Q5471169			
Organism_25579	Goniothalamus leiocarpus	Q15225164			
Organism_30287	Goodenia strophiolata	Q39013807			
Organism_7718	Gordonia chrysandra	Q11178440			
Plant_Grataegus_pinnatifida	Grataegus pinnatifida				
Organism_55530	Guatteria sagotiana	Q15362756			
Organism_6128	Guatteriopsis blepharophylla	Q49436379			
Organism_29600	Haeckeria pholidota	Q65939871			
Organism_44773	Helichrysum oocephalum	Q15581845			
Organism_45573	Heliotropium hirsutissimum	Q12213635			
Plant_Herbertus_norenus	Herbertus norenus	Q110627360			
Organism_54093	Heterophyllaea pustulata	Q15460998			
Plant_Hubera_cerasoides	Hubera cerasoides	Q17138909			
Plant_Hymenodictyon_orixense	Hymenodictyon orixense	Q11126837			
Organism_907	Hypericum perfoliatum	Q1640956			
Organism_15430	Justicia patentiflora	Q17680197			
Organism_24573	Kaempferia pandurata	Q50843192			
Organism_51476	Kielmeyera argentea	Q17565470			
Organism_16502	Koelreuteria henryi	Q110876236			
Organism_15364	Lagopsis supina	Q10932160			
Plant_Liparis_nakaharai	Liparis nakaharai	Q15245227			
Organism_14293	Lonicera korolkovii				
Organism_20321	Magnolia biloba	Q1042288	Houpu Magnolia	P1843	Houpu Magnolia; Magnolia-bark
Plant_Mammea_punctata	Mammea punctata	Q15363643			
Plant_Marsypopetalum_modestum	Marsypopetalum modestum	Q17138844			
Organism_50168	Maytenus retusa	Q15330779			
Organism_6820	Maytenus scutioides	Q15331368			
Plant_Melilotus_altus	Melilotus altus				
Organism_18047	Mikania alvimii	Q104968300			
Organism_16879	Mitrephora glabra	Q17139837			
Organism_49782	Monoon membranifolium	Q42707893			
Organism_49983	Mycetia nutans	Q42708199			
Organism_13306	Myoporum bontioides	Q17220380			
Organism_51102	Nardia succulenta	Q17290695			
Organism_2464	Neurolaena macrocephala Sch.Bip.Ex.Hemsl.				
Organism_3023	Nicotiana benthamiana	Q3024956			
Organism_9437	Ochna calodendron	Q17556618			
Organism_2673	Ononis speciosa	Q15537686			
Organism_47128	Ophiorrhiza bracteata	Q15479109			
Plant_Origanum_cordifolium	Origanum cordifolium	Q12242097			
Plant_Oryctanthus_spicatus	Oryctanthus spicatus	Q15382015			
Plant_Oryza_aristata	Oryza aristata	Q104972892			
Organism_1965	Pachygone ovata Miers				
Organism_52229	Parapiptadenia rigida	Q2719012			
Organism_51869	Pedicularis torta	Q11076214			
Organism_15392	Phlegmariurus fordii	Q15245439	Huperzia fordii	alias	
Organism_44681	Pholidota yunnanensis	Q10880969			
Organism_14222	Phyllanthus myrtifolius	Q15246934			
Plant_Pimpinella_sp.	Pimpinella sp.				
Plant_Piper_bantamense	Piper bantamense	Q18035764			
Organism_45822	Piptadenia pervillei	Q39143738			
Organism_8179	Pluchea arguta	Q15445159			
Organism_23162	Pogostemon parviflorus	Q15353722			
Organism_2086	Polyalthia debilis	Q17132138			
Organism_4860	Polygonum lapathifolium	Q11087064	curlytop knotweed	P1843	curlytop knotweed
Organism_49028	Polygonum mite	Q39599813			
Organism_11713	Potentilla griffithii var.velutina				
Organism_22691	Potentilla tormentilla	Q104838187			
Organism_54056	Prinsepia utilis	Q1756748	Himalayan wild cherry	alias	
Organism_46490	Pteris pacifica	Q12212452			
Organism_49583	Rabdosia macrocalyx	Q10937868			
Organism_46756	Radermachera boniana	Q15551736			
Organism_47032	Radermachera xylocarpa	Q7280133			
Organism_15740	Ravenia spectabilis	Q15394733			
Organism_45267	Rhamnus wightii	Q17245701			
Organism_51549	Rhododendron auriculatum	Q15245335			
Organism_11723	Salsola somalensis	Q17250676	Halothamnus somalensis	alias	
Organism_46175	Sapindus delavayi	Q5935271			
Organism_6155	Sarcocapnos saetabensis	Q6121853			
Plant_Sarcocephalus_Latifolius	Sarcocephalus Latifolius	Q15446164			
Organism_14323	Saussurea candicans	Q15552163			
Organism_23870	Saussurea superba	Q24851461			
Organism_46359	Schistochila appendiculata	Q15315165			
Organism_20915	Senna garrettiana	Q15536814			
Organism_47696	Seseli elatum	Q17133009			
Organism_48107	Sideritis marmorea	Q15366772			
Plant_Sophora_lehmanni	Sophora lehmanni	Q104250341			
Plant_Sophora_lehmannii	Sophora lehmannii	Q15539580			
Organism_35306	Spathelia excelsa	Q15394167			
Organism_52414	Spinacia glabra	Q110769694			
Organism_6031	Stizolophus balsamita	Q15554092			
Organism_24956	Strychnos aculeata	Q15351816			
Organism_24303	Suregada glomerulata	Q15238961			
Organism_17153	Swertia macrosperma				
Plant_Syzygium_sp.	Syzygium sp.				
Plant_Tabernaemontana_polyneura	Tabernaemontana polyneura				
Organism_7956	Teclea sudanica				
Organism_2841	Thalictrum przewalskii	Q15239291			
Plant_Thymus_riatarum	Thymus riatarum	Q15373340			
Organism_45918	Thyrsanthera suborbicularis	Q15392549			
Organism_5542	Tinospora baenzigeri	Q17808318			
Organism_44973	Trigonostemon lii	Q15227437			
Organism_51145	Ulva conglobata	Q16760051			
Organism_24667	Valeriana chionophila	Q17435418			
Organism_51338	Vatica obscura	Q3060838			
Organism_50146	Vellozia plicata	Q40044298			
Plant_Vepris_suaveolens	Vepris suaveolens	Q15394609			
Organism_50789	Vincetoxicum forrestii	Q18083851			
Plant_Vincetoxicum_tanakae	Vincetoxicum tanakae	Q15380872			
Organism_53069	Wedelia scaberrima	Q104860779			
Plant_Zanthoxylum_heitzii	Zanthoxylum heitzii	Q18082663			
Organism_52203	ducrosia ismaelis	Q12207378			
Plant_dysoxylum_binecteriferum	dysoxylum binecteriferum				
Plant_Achillea_tenuifolia	Achillea tenuifolia	Q15587699			
Organism_7495	Achyrocline alata	Q15567643			
Organism_12986	Achyrocline flaccida	Q15568188			
Organism_18360	Acronychia muelleri	Q110794748			
Organism_6107	Actinodaphne longifolia	Q18073505			
Organism_45721	Adenium somalense	Q49600711			
Plant_Adenocarpus_cincinnatus	Adenocarpus cincinnatus	Q15520554			
Plant_Ageratina_palmeri	Ageratina palmeri	Q15573626			
Organism_50089	Aglaia erythrosperma	Q4692772			
Organism_5098	Aglaia tenuicaulis	Q4692840			
Organism_4897	Ajania achilleoides	Q15576245			
Organism_53126	Albizia inundata	Q24038996			
Plant_Alstroemeria	Alstroemeria	Q917833	Peruvian lily	alias	
Plant_Anderson_s_larkspur	Anderson's larkspur	Q4753990	Anderson's larkspur	P1843	Anderson's larkspur
Organism_19876	Angelica komarovii	Q17132977			
Organism_50446	Aniba parviflora	Q15608355			
Organism_18213	Artemisia canariensis	Q50827247			
Plant_Artocarpus_Incisa	Artocarpus Incisa	Q14677	breadfruit	P1843	breadfruit; dugdug; Breadfruit Tree; Breadfruit; Breadnut
Organism_13387	Artocarpus gomezianus	Q15246594			
Organism_47499	Astilbe odontophylla	Q20987031			
Organism_16250	Astragalus quisqualis	Q15522872			
Organism_6216	Baccharis latifolia	Q8239272			
Organism_14896	Baccharis tola	Q15590122			
Organism_52196	Baccharis tricuneata	Q15545532			
Organism_6101	Breynia officinalis	Q24852245			
Plant_Bulbophyllum_retusiusculum	Bulbophyllum retusiusculum	Q4995599			
Organism_22507	Buxus wallichiana	Q17240268	Himalayan Boxwood	alias	
Organism_1020	Caesalpinia volkensii	Q15489971			
Organism_44887	Calea rotundifolia	Q15553433			
Plant_Calea_sickii	Calea sickii	Q15554185			
Plant_Calea_triantha	Calea triantha	Q15553859			
Organism_19145	Calophyllum blancoi	Q10893586			
Organism_14825	Capparis masaikai	Q2937544			
Organism_4206	Casearia lucida	Q39906817			
Organism_10489	Cassia renigera	Q15474828			
Organism_54052	Centaurea pabotii	Q15569263			
Plant_Ceropegia_mixta	Ceropegia mixta	Q57890641			
Plant_Ceropegia_variegata	Ceropegia variegata	Q15399560			
Organism_49183	Chisocheton siamensis	Q55835871			
Plant_Chondodendron_toxicoferum	Chondodendron toxicoferum				
Organism_8101	Chromolaena laevigata	Q15594187			
Organism_52932	Chrysolaena propinqua	Q15595266			
Organism_15070	Cinnamomum sp.				
Organism_14810	Cissus rheifolia	Q15564193			
Organism_48229	Clausena lenis	Q10890594			
Organism_2804	Cleidion spiciflorum (Burm. f.) Merr.				
Organism_46643	Clematis angustifolia	Q909197	fragrant clematis	P1843	fragrant clematis
Organism_7677	Clematis tibetana KUNTZ				
Organism_1344	Clivia miniata	Q149094	bush lily	P1843	bush lily
Organism_25897	Cneoridium dumosum	Q5137348	bush rue	P1843	bush rue
Organism_46816	Colubrina retusa	Q15536269			
Organism_51807	Combretum griffithii	Q15226671			
Organism_31961	Corydalis alba (Mill.) Mansf.				
Organism_4718	Corydalis gortschakovii	Q15251908			
Organism_52164	Corydalis paniculigera	Q11060028			
Organism_24157	Corydalis remota Fisch.				
Organism_26185	Crotalaria podocarpa	Q15451195			
Organism_17933	Cyanostegia microphylla	Q15314019			
Organism_52251	Cyclea sutchuenensis	Q10924942			
Organism_10255	Cynanchum stauntonii	Q11109449			
Organism_48165	Dalbergia louvelii	Q1387292			
Organism_12046	Delphinium fangshanense W.T.				
Organism_16612	Delphinium peregrinum var. elongatum				
Organism_44860	Drosera congolana	Q98087440			
Organism_5212	Dysoxylum hainanense				
Organism_51275	Ekebergia senegalensis	Q85203696			
Organism_10884	Elattostachys apetala	Q15547023			
Organism_45730	Eritrichium incanum	Q15225773			
Organism_6637	Erysimum allionii				
Organism_3247	Erythrina glauca	Q50839224			
Plant_Eucalyptus_spp.	Eucalyptus spp.				
Organism_29998	Eucryphia	Q639384	ulmo	P1843	ulmo
Organism_49803	Euphorbia bivonae	Q558072			
Organism_52658	Euphorbia lactiflua	Q15386399			
Organism_45254	Euphorbia latazi	Q110384066			
Organism_54451	Fatoua pilosa	Q15239892			
Organism_14477	Festuca argentina	Q15475797			
Plant_Folium_perillae	Folium perillae				
Organism_12324	Fraxinus malacophylla Hemsl.				
Organism_50005	Fritillaria stenanthera	Q2312210			
Plant_Fructus_xanthii_sibirici	Fructus xanthii sibirici				
Organism_45625	Garcinia bancana	Q15401065			
Organism_6482	Garcinia fusca	Q15400314			
Organism_45303	Gardneria ovata				
Plant_Glycine_sp.	Glycine sp.				
Organism_3526	Glyptopetalum sclerocarpum				
Organism_44692	Gnetum gnemonoides				
Organism_44040	Gomphrena macrocephala	Q15595017	Xeraea macrocephala	alias	
Organism_52011	Gymnosporia emarginata	Q15341628			
Organism_4635	Hedychium forrestii	Q10926577			
Organism_4000	Hedysarum denticulatum	Q15484047			
Organism_11851	Helenium mexicanum	Q15560070			
Organism_44611	Heliotropium bovei	Q17416263			
Organism_49489	Heliotropium digynum	Q17416227			
Organism_49062	Helipterum corymbiflorum	Q15560635			
Plant_Hemistepta_lyrata	Hemistepta lyrata	Q15560923			
Organism_44736	Herrania albiflora	Q15371915			
Plant_Hesperocyparis_Macrocarpa	Hesperocyparis Macrocarpa	Q32856056	Monterey cypress	P1843	Monterey cypress
Organism_49466	Hultholia mimosoides	Q42673836			
Organism_3396	Hypericum oblongifolium	Q17812522	Pendant St. John's wort	alias	
Organism_8550	Hypericum rumeliacum BOISS.				
Organism_43715	Hypoestes rosea	Q17679297			
Organism_16217	Ilex chinensis	Q5792888			
Plant_Indigofera_schimperi	Indigofera schimperi	Q15438531			
Plant_Inula_multicaulis	Inula multicaulis	Q15589291			
Organism_45922	Ixanthus viscosus	Q845674			
Organism_53292	Kadsura polysperma	Q10932548			
Organism_49561	Kingiella taenialis				
Organism_20193	Lappula intermedia	Q15590288			
Plant_Lindera_neesiana	Lindera neesiana	Q15607954			
Plant_Lipschitziella_deltoidea	Lipschitziella deltoidea	Q106907579			
Plant_Lycopus_sp.	Lycopus sp.				
Organism_15654	Maytenus mossambicensis	Q98103194			
Organism_23120	Meehania fargesii	Q10905946			
Organism_49778	Meliosma lanceolata	Q18112838			
Organism_6549	Millettia ovalifolia	Q39167470			
Organism_17755	Monoclea forsteri	Q17266907			
Organism_55142	Morella esculenta	Q17250625			
Plant_Morina_persica	Morina persica	Q14594634			
Organism_14655	Myoporum deserti	Q50844158			
Organism_12548	Nectandra megapotamica	Q6039337			
Organism_44331	Nekemias grossedentata	Q42811106			
Plant_Neoboutonia_mannii	Neoboutonia mannii	Q5435029			
Organism_23186	Neolitsea pulchella	Q15246500			
Organism_35372	Ocotea aciphylla	Q254426			
Plant_Origanum_sp.	Origanum sp.				
Organism_35399	Ottonia corcovadensis	Q39520444			
Organism_17960	Ovidia pillo-pillo				
Organism_56559	Palicourea condensata	Q104956908			
Organism_23699	Papaver albiflorum (sub.spp.albiflorum austromoravicum)				
Organism_29463	Phebalium ambiens	Q65945213			
Organism_4282	Phelline comosa rubusta				
Organism_7564	Phlomis spinidens	Q15352033			
Organism_15068	Pholidota articulata	Q15245521			
Organism_8869	Pinus spp.				
Organism_49053	Piper wrightii	Q18037907			
Organism_46988	Pityrodia lepidota	Q15351600			
Plant_Plantago_lacustris	Plantago lacustris	Q17741029			
Plant_Plumeria	Plumeria	Q218123	plumeria	P1843	plumeria
Organism_48683	Pometia eximia	Q105007803			
Organism_13925	Primula integrifolia	Q1493710			
Organism_18599	Primula sp.				
Organism_15042	Pteris linearis	Q12212467			
Organism_52166	Pteroxygonum giraldii	Q3336027			
Organism_48870	Rabdosia loxothyrsa	Q11067975			
Plant_Rhamnus_nakaharae	Rhamnus nakaharae	Q10872607			
Plant_Rheum_spp.	Rheum spp.				
Plant_Romanoa	Romanoa	Q15946660			
Organism_50106	Rubia lanceolata	Q104972939			
Organism_2502	Salvia castanea	Q1031602			
Organism_53494	Schefflera rhododendrifolia	Q15559601			
Organism_47994	Scutellaria sieberi	Q1344865			
Organism_48262	Senecio pampeanus	Q15601955			
Organism_13410	Serratula inermis				
Organism_45989	Sidastrum quinquenervium	Q15383775			
Organism_45318	Sideritis ozturkii	Q15366921			
Plant_Sideritis_pusilla	Sideritis pusilla	Q15366633			
Organism_21255	Silene viridiflora	Q12217892			
Organism_49003	Solanum aculeatum	Q122643945			
Organism_4045	Solanum spp.				
Organism_24461	Sorghum caudatum	Q50865725			
Organism_1678	Sphaeranthus suaveolens	Q15602100			
Organism_48599	Stevia origanoides	Q15443861			
Plant_Strobilanthes_callosa	Strobilanthes callosa	Q7624200			
Plant_Strobilanthes_zeylanica	Strobilanthes zeylanica	Q17682315			
Organism_55078	Strychnos angolensis	Q15348034			
Organism_19134	Strychnos diplotricha	Q18082228			
Organism_14686	Swertia hookeri	Q15249304			
Organism_14691	Swertia paniculata	Q15570684			
Organism_49926	Teucrium nuchense	Q39095072			
Organism_4333	Teucrium oliverianum	Q15371765			
Organism_17593	Thamnosma rhodesica	Q18076548			
Organism_50442	Toxicopueraria peduncularis	Q91361776			
Plant_Trichogonia_salviaefolia	Trichogonia salviaefolia	Q104939542			
Organism_48843	Trichomanes reniforme	Q27837164			
Organism_51949	Trigonella corniculata	Q21307513	cultivated fenugreek	P1843	cultivated fenugreek; Cultivated Fenugreek; Sickle-fruited Fenugreek
Organism_14567	Uncaria lancifolia	Q10888253			
Organism_26120	Urolepis hecatantha	Q47088116			
Organism_1028	Uvaria scheffleri	Q17139776			
Organism_50435	Valeriana microphylla	Q15396747			
Organism_25571	Verbascum pseudonobile	Q17748899			
Plant_Verbascum_sp.	Verbascum sp.				
Organism_35262	Virola venosa	Q7934865			
Organism_3303	Vitex lucens	Q1861046	Puriri	alias	
Plant_Waltheria_communis	Waltheria communis	Q15385294			
Organism_50939	Zanthoxylum macrophyllum	Q8066279	Hercules' club	P1843	Hercules' club
